Tempo_s,ECG_Bruto,ECG_Filtrado
0.246,-0.049,-0.09392786718306403
0.248,-0.057,-0.10161163172751737
0.25,-0.065,-0.10939234738134854
0.252,-0.069,-0.11726199590204503
0.254,-0.072,-0.12504518370024753
0.256,-0.082,-0.13241789087946473
0.258,-0.099,-0.13897125754386555
0.26,-0.11,-0.1443099534480241
0.262,-0.106,-0.14815968568369833
0.264,-0.104,-0.1504521752581666
0.266,-0.105,-0.15136391450534842
0.268,-0.105,-0.15130186898023057
0.27,-0.105,-0.15084439199893254
0.272,-0.105,-0.15065315089465423
0.274,-0.104,-0.15137324224903145
0.276,-0.108,-0.15353755403846558
0.278,-0.109,-0.15748956387577615
0.28,-0.11,-0.16333586750037127
0.282,-0.135,-0.1709347913153705
0.284,-0.141,-0.17992027189499132
0.286,-0.13,-0.1897536873845066
0.288,-0.142,-0.1997950137402998
0.29,-0.175,-0.2093872124080134
0.292,-0.181,-0.21794590229179378
0.294,-0.179,-0.2250379471995545
0.296,-0.182,-0.23042830307421272
0.298,-0.185,-0.23408361880015935
0.3,-0.185,-0.23613802480130486
0.302,-0.189,-0.2368384043363392
0.304,-0.191,-0.23648741330517808
0.306,-0.188,-0.23539596439907282
0.308,-0.185,-0.23384916308379652
0.31,-0.185,-0.23208504344315145
0.312,-0.181,-0.23028432079162708
0.314,-0.179,-0.22856964272481545
0.316,-0.181,-0.22701257877049014
0.318,-0.179,-0.2256454247593705
0.32,-0.175,-0.22447364629478747
0.322,-0.175,-0.2234848010932986
0.324,-0.176,-0.22265150437283976
0.326,-0.173,-0.22192837954191832
0.328,-0.17,-0.22124501554897147
0.33,-0.17,-0.22049882410684776
0.332,-0.17,-0.21955307168777136
0.334,-0.167,-0.21824505695150706
0.336,-0.164,-0.21640695026050782
0.338,-0.165,-0.21389801835721858
0.34,-0.165,-0.21064266141190569
0.342,-0.157,-0.20666480959680067
0.344,-0.151,-0.2021077756458167
0.346,-0.149,-0.19723132351468178
0.348,-0.143,-0.19238345749420954
0.35,-0.135,-0.18795063812109536
0.352,-0.131,-0.18429546791681983
0.354,-0.126,-0.18169498467193448
0.356,-0.126,-0.18029404415227795
0.358,-0.131,-0.18008495594729837
0.36,-0.13,-0.18091691591565023
0.362,-0.13,-0.18253028130252252
0.364,-0.133,-0.18460545262081407
0.366,-0.136,-0.186815470082778
0.368,-0.135,-0.18887370001175882
0.37,-0.135,-0.1905710600488033
0.372,-0.139,-0.19180006638265948
0.374,-0.14,-0.1925647410522537
0.376,-0.14,-0.1929756095943428
0.378,-0.14,-0.1932287742975544
0.38,-0.14,-0.1935692786405436
0.382,-0.14,-0.19424220578936666
0.384,-0.14,-0.1954390109410937
0.386,-0.14,-0.19724996386181415
0.388,-0.139,-0.19963505937535475
0.39,-0.14,-0.2024240016832184
0.392,-0.157,-0.20534938501079078
0.394,-0.159,-0.20810615688681647
0.396,-0.154,-0.2104194604195567
0.398,-0.155,-0.21209955577675377
0.4,-0.155,-0.2130698431885618
0.402,-0.155,-0.2133664791452021
0.404,-0.155,-0.21311722030809632
0.406,-0.155,-0.2125094608756155
0.408,-0.155,-0.21175495108275322
0.41,-0.155,-0.21105488784696128
0.412,-0.151,-0.2105666270633363
0.414,-0.15,-0.21037349828371224
0.416,-0.15,-0.21046152884649022
0.418,-0.15,-0.21070901794416677
0.42,-0.15,-0.21089460838023444
0.422,-0.15,-0.21072632150969198
0.424,-0.15,-0.20988902788370922
0.426,-0.151,-0.2081024264386148
0.428,-0.149,-0.20517729302378707
0.43,-0.14,-0.20105655238772327
0.432,-0.131,-0.1958313564654156
0.434,-0.127,-0.18972999913479036
0.436,-0.122,-0.18308512576955333
0.438,-0.113,-0.17628832822747684
0.44,-0.105,-0.16974068937027387
0.442,-0.101,-0.16380578066744883
0.444,-0.097,-0.15876952687882462
0.446,-0.093,-0.15480893775313584
0.448,-0.089,-0.15196934422082436
0.45,-0.085,-0.15014908377243377
0.452,-0.085,-0.14909230736868487
0.454,-0.083,-0.14839354802006927
0.456,-0.077,-0.14752012105822757
0.458,-0.075,-0.145859103444942
0.46,-0.075,-0.1427932417890368
0.462,-0.071,-0.13780300156370032
0.464,-0.066,-0.1305802454045925
0.466,-0.067,-0.121126482066942
0.468,-0.061,-0.10980156029325214
0.47,-0.03,-0.09729391927491865
0.472,0.0,-0.08450526258340646
0.474,0.01,-0.07237565566893908
0.476,0.011,-0.061702013755109225
0.478,0.016,-0.0530054517699682
0.48,0.02,-0.046479506659191365
0.482,0.024,-0.042018425308717834
0.484,0.029,-0.039300882893259254
0.486,0.03,-0.037896412389688335
0.488,0.031,-0.037365765747159385
0.49,0.035,-0.037335918857101746
0.492,0.035,-0.037540972789235266
0.494,0.035,-0.03782944452132938
0.496,0.035,-0.038144935442651705
0.498,0.035,-0.038490298177955344
0.5,0.035,-0.038885867006001676
0.502,0.035,-0.03933132297781311
0.504,0.035,-0.03977899443372223
0.506,0.035,-0.04012382530473329
0.508,0.035,-0.04021179735337563
0.51,0.035,-0.0398645543999222
0.512,0.035,-0.03891409957219197
0.514,0.038,-0.0372388702186797
0.516,0.042,-0.03479240016476688
0.518,0.046,-0.03161848362869284
0.52,0.05,-0.027851060856279607
0.522,0.054,-0.02370076551056658
0.524,0.059,-0.019431632382801035
0.526,0.059,-0.015330944210109818
0.528,0.063,-0.011674149878334402
0.53,0.08,-0.008687435237343529
0.532,0.077,-0.0065139172217084495
0.534,0.074,-0.005192910691681874
0.536,0.075,-0.004660284034918563
0.538,0.075,-0.004770466608558517
0.54,0.075,-0.0053324055788050466
0.542,0.075,-0.006148282302815894
0.544,0.075,-0.007045621414343639
0.546,0.075,-0.007897647131363907
0.548,0.075,-0.008630820426674742
0.55,0.075,-0.00922136530754301
0.552,0.075,-0.009684105129963032
0.554,0.075,-0.010057344383107276
0.556,0.075,-0.01038725698069013
0.558,0.075,-0.010714622114303834
0.56,0.075,-0.01106596161040938
0.562,0.075,-0.011450216339545773
0.564,0.075,-0.011861048585152877
0.566,0.075,-0.012283728185062936
0.568,0.075,-0.012704521636346998
0.57,0.075,-0.013119813057790175
0.572,0.075,-0.013542102447922281
0.574,0.075,-0.014000697692981411
0.576,0.075,-0.014536293226223147
0.578,0.075,-0.015190440028774298
0.58,0.075,-0.015992712927687943
0.582,0.075,-0.016949644592408084
0.584,0.076,-0.018039700650004795
0.586,0.073,-0.01921724715000189
0.588,0.07,-0.020425408555363084
0.59,0.07,-0.02161367503499851
0.592,0.07,-0.0227531910353502
0.594,0.07,-0.02384306465815667
0.596,0.07,-0.024904982038077422
0.598,0.07,-0.025968723038139033
0.6,0.07,-0.027055171856001026
0.602,0.07,-0.02816452768667688
0.604,0.067,-0.02927530201743674
0.606,0.064,-0.030354945304214977
0.608,0.065,-0.03137736248426211
0.61,0.065,-0.03233896260555928
0.612,0.065,-0.033265412998135575
0.614,0.065,-0.034205578757045774
0.616,0.065,-0.03521468966041425
0.618,0.065,-0.03633302977830896
0.62,0.065,-0.03756807719802011
0.622,0.061,-0.038886687422225105
0.624,0.06,-0.040219996518514226
0.626,0.06,-0.041478748418355825
0.628,0.06,-0.042573178910518164
0.63,0.06,-0.04343112872056397
0.632,0.06,-0.044010254874138593
0.634,0.06,-0.04430313601183126
0.636,0.06,-0.04433612594669497
0.638,0.06,-0.04416355847662737
0.64,0.06,-0.0438587707310029
0.642,0.064,-0.043503206356144845
0.644,0.065,-0.04317522905062076
0.646,0.065,-0.04294096539415833
0.648,0.065,-0.04284934499807033
0.65,0.065,-0.04293181076623283
0.652,0.065,-0.043204831719528644
0.654,0.065,-0.043672073316851454
0.656,0.065,-0.04432371147429578
0.658,0.065,-0.04513241059210282
0.66,0.065,-0.046047777438560734
0.662,0.065,-0.0469926306831797
0.664,0.065,-0.04786463529422543
0.666,0.065,-0.04854569894781661
0.668,0.065,-0.04891937232577225
0.67,0.065,-0.04889391647368275
0.672,0.065,-0.04842633995168608
0.674,0.065,-0.047541199988271006
0.676,0.066,-0.04633795154764443
0.678,0.071,-0.04498270794443033
0.68,0.075,-0.04368445668016285
0.682,0.075,-0.042660622929867324
0.684,0.075,-0.04209970174694608
0.686,0.075,-0.042127731954182776
0.688,0.075,-0.04278193196868151
0.69,0.075,-0.04399218187496002
0.692,0.075,-0.045571457481896116
0.694,0.075,-0.047219253620457945
0.696,0.075,-0.04854495461019335
0.698,0.075,-0.04911820386672444
0.7,0.075,-0.04854876260617487
0.702,0.075,-0.04658908011671007
0.704,0.074,-0.04324095599738915
0.706,0.078,-0.03883747523810475
0.708,0.087,-0.034068113180390006
0.71,0.09,-0.02992237040209742
0.712,0.088,-0.027545205650910357
0.714,0.103,-0.028021727628466456
0.716,0.108,-0.03213376105678923
0.718,0.099,-0.04015048624137401
0.72,0.095,-0.05171969632357693
0.722,0.064,-0.06590639294549051
0.724,0.031,-0.08138209560394763
0.726,0.014,-0.09671585298952277
0.728,0.009,-0.11067999252063074
0.73,0.005,-0.12247986488302477
0.732,0.001,-0.1318490993994035
0.734,-0.003,-0.13900210079781583
0.736,-0.007,-0.14447968742827016
0.738,-0.011,-0.14894732966615487
0.74,-0.015,-0.1530066575881395
0.742,-0.023,-0.15706545774858457
0.744,-0.028,-0.1612871556301388
0.746,-0.032,-0.16561575232753636
0.748,-0.036,-0.1698532610128948
0.75,-0.04,-0.1737578861107823
0.752,-0.044,-0.17713247535708207
0.754,-0.045,-0.17988130572132516
0.756,-0.045,-0.1820256154499014
0.758,-0.045,-0.18368128806487158
0.76,-0.045,-0.1850124775834414
0.762,-0.045,-0.18617988587854584
0.764,-0.044,-0.18730080591966566
0.766,-0.047,-0.18843123822566724
0.768,-0.05,-0.18957119019717872
0.77,-0.05,-0.19068601123584833
0.772,-0.05,-0.19173249421911295
0.774,-0.05,-0.19268014752340376
0.776,-0.05,-0.19352401384309822
0.778,-0.05,-0.19429156541422274
0.78,-0.05,-0.19504860353134618
0.782,-0.054,-0.1959063113921984
0.784,-0.055,-0.19702524916971428
0.786,-0.055,-0.19860617440457276
0.788,-0.055,-0.20085696330106823
0.79,-0.055,-0.20393232046391271
0.792,-0.055,-0.2078566655937373
0.794,-0.054,-0.21245481365838054
0.796,-0.059,-0.21732238979260213
0.798,-0.075,-0.2218619434865659
0.8,-0.09,-0.2253897848292203
0.802,-0.083,-0.22728989001194577
0.804,-0.076,-0.2271696881061265
0.806,-0.074,-0.22497022502021208
0.808,-0.068,-0.22099912244153405
0.81,-0.06,-0.2158777108126121
0.812,-0.056,-0.210413932879631
0.814,-0.052,-0.20542690722491355
0.816,-0.048,-0.20155739311096957
0.818,-0.044,-0.19910101783300968
0.82,-0.04,-0.19789855727610553
0.822,-0.036,-0.19731044165249004
0.824,-0.032,-0.1962910594664699
0.826,-0.027,-0.19356224863123617
0.828,-0.025,-0.18786522115787263
0.83,-0.025,-0.1782481149474933
0.832,-0.016,-0.1643267586602677
0.834,-0.016,-0.1464464112258587
0.836,0.009,-0.12568136886691908
0.838,0.063,-0.10364445815207264
0.84,0.105,-0.08213708910649392
0.842,0.123,-0.0627331038229768
0.844,0.127,-0.04642366429279908
0.846,0.139,-0.03343327634187057
0.848,0.15,-0.023256424599114027
0.85,0.14,-0.01489081401753789
0.852,0.133,-0.0071852462813797695
0.854,0.149,0.0008082159613839266
0.856,0.167,0.009581677565284497
0.858,0.179,0.019082639468439164
0.86,0.2,0.02879441297583511
0.862,0.226,0.037936320967572976
0.864,0.229,0.04570297776247192
0.866,0.224,0.05146249073986838
0.868,0.224,0.0548629059594242
0.87,0.22,0.055840118681616965
0.872,0.22,0.0545573725732223
0.874,0.217,0.05132087227601787
0.876,0.215,0.04650731571605769
0.878,0.214,0.04051817776307832
0.88,0.205,0.03375556917021628
0.882,0.201,0.026604556267680175
0.884,0.194,0.01940924065146033
0.886,0.188,0.012440412974885129
0.888,0.183,0.0058637485738635186
0.89,0.175,-0.0002769051208124534
0.892,0.171,-0.00604901745669709
0.894,0.164,-0.011590578336811708
0.896,0.157,-0.01704772552276505
0.898,0.154,-0.022509079009677108
0.9,0.15,-0.027958567950191717
0.902,0.146,-0.03326439109529547
0.904,0.142,-0.038210772034915554
0.906,0.138,-0.0425643759629154
0.908,0.134,-0.04615368251251952
0.91,0.13,-0.04893288760920984
0.912,0.13,-0.05100571124841225
0.914,0.131,-0.05259850486513568
0.916,0.128,-0.05399135477006142
0.918,0.125,-0.05543232158772747
0.92,0.125,-0.05706616364007432
0.922,0.125,-0.05890264697300859
0.924,0.126,-0.06083444294311554
0.926,0.123,-0.06269675711077145
0.928,0.12,-0.06434582896462504
0.93,0.12,-0.06572596539620956
0.932,0.12,-0.0668983217222363
0.934,0.12,-0.06801938016088303
0.936,0.118,-0.06927775354555979
0.938,0.115,-0.07081551325093263
0.94,0.115,-0.07266686277921995
0.942,0.115,-0.07474020412369665
0.944,0.112,-0.07685266201909141
0.946,0.11,-0.07880531570168739
0.948,0.11,-0.08047016898727337
0.95,0.11,-0.08185322129099319
0.952,0.11,-0.08310567113602438
0.954,0.107,-0.08447507811799876
0.956,0.105,-0.08621244138047555
0.958,0.105,-0.0884702643901867
0.96,0.105,-0.09123388232251407
0.962,0.106,-0.0943206038708128
0.964,0.099,-0.09745907299037906
0.966,0.093,-0.10042904764695945
0.968,0.088,-0.10320869836277453
0.97,0.08,-0.10605532554867411
0.972,0.076,-0.10944740066013352
0.974,0.07,-0.11384508304876016
0.976,0.06,-0.11927770620780286
0.978,0.064,-0.12482879378804873
0.98,0.095,-0.12814863156798043
0.982,0.122,-0.12516638054924917
0.984,0.127,-0.11017825440261314
0.986,0.141,-0.07643464261957157
0.988,0.191,-0.017234529197908712
0.99,0.27,0.07260968309612427
0.992,0.373,0.19520009672623934
0.994,0.518,0.3482059479371716
0.996,0.68,0.5240720383526252
0.998,0.85,0.7100494349977501
1.0,1.035,0.8891975384589818
1.002,1.202,1.0423471173677228
1.004,1.346,1.150824231825972
1.006,1.466,1.1995360360236158
1.008,1.518,1.1798499326907101
1.01,1.455,1.0916164321722357
1.012,1.28,0.943759955876133
1.014,0.973,0.7531299566410808
1.016,0.625,0.5417335829211894
1.018,0.362,0.3329339236541521
1.02,0.23,0.14751213370705696
1.022,0.166,0.0005138443013799872
1.024,0.092,-0.10047882010239748
1.026,0.078,-0.15545220506441734
1.028,0.115,-0.17066815555788467
1.03,0.115,-0.15647419121418096
1.032,0.139,-0.12481403854320813
1.034,0.154,-0.08697589342477363
1.036,0.154,-0.05195035905351814
1.038,0.166,-0.025562552827797968
1.04,0.19,-0.010353558601838411
1.042,0.187,-0.006053967425374313
1.044,0.181,-0.010426550848621862
1.046,0.178,-0.020244093686309122
1.048,0.174,-0.03219526914133593
1.05,0.17,-0.04356564001221479
1.052,0.166,-0.05261367901048978
1.054,0.162,-0.058639089644444906
1.056,0.158,-0.061805780887903235
1.058,0.155,-0.06282173072297209
1.06,0.155,-0.0625875457098156
1.062,0.155,-0.0619074934123466
1.064,0.155,-0.06131975286768745
1.066,0.155,-0.061058270106024284
1.068,0.155,-0.061119006335561235
1.07,0.155,-0.0613785854729357
1.072,0.155,-0.06170882403230454
1.074,0.155,-0.06204529078815541
1.076,0.155,-0.06239463203249127
1.078,0.155,-0.06279318859748699
1.08,0.155,-0.06324819430504153
1.082,0.155,-0.06369643147135473
1.084,0.155,-0.0640035282834339
1.086,0.155,-0.0640058224880161
1.088,0.155,-0.06357512305126742
1.09,0.155,-0.06267413135670441
1.092,0.163,-0.0613727928830094
1.094,0.169,-0.05981344460682852
1.096,0.168,-0.05813783300421212
1.098,0.164,-0.05640905787979709
1.1,0.165,-0.05456515634466999
1.102,0.165,-0.052426629772109365
1.104,0.163,-0.049755908620465986
1.106,0.172,-0.046344517119095145
1.108,0.188,-0.042093390239254694
1.11,0.195,-0.0370575342831518
1.112,0.199,-0.03144376265926469
1.114,0.201,-0.025568776120170743
1.116,0.199,-0.019795056832735705
1.118,0.202,-0.01446257561644903
1.12,0.215,-0.009830265635471926
1.122,0.219,-0.006037692429996476
1.124,0.223,-0.0030947873198722614
1.126,0.227,-0.0009026331726222752
1.128,0.23,0.000700416181914265
1.13,0.23,0.0018820609564085405
1.132,0.23,0.0027676748390307146
1.134,0.23,0.0034156296557660715
1.136,0.23,0.0038221455466818785
1.138,0.23,0.003949660081186684
1.14,0.23,0.003763585818796802
1.142,0.23,0.003259942102608403
1.144,0.23,0.0024718207801857346
1.146,0.23,0.0014534906906721438
1.148,0.23,0.00025225135693402183
1.15,0.23,-0.0011151311271738677
1.152,0.226,-0.0026653756596187158
1.154,0.224,-0.004423119931905103
1.156,0.226,-0.006371605039336792
1.158,0.224,-0.008397335078659376
1.16,0.22,-0.010254425136645727
1.162,0.22,-0.01157248267992558
1.164,0.221,-0.011918757984981817
1.166,0.218,-0.010904833705064057
1.168,0.214,-0.008307423233954201
1.17,0.215,-0.004159711850558419
1.172,0.23,0.0012282651067710465
1.174,0.248,0.007339930521555279
1.176,0.258,0.013596371372904384
1.178,0.26,0.019523172172863482
1.18,0.26,0.02487569935157446
1.182,0.26,0.029675470368336877
1.184,0.261,0.03414799689695521
1.186,0.258,0.038592898397613117
1.188,0.264,0.0432432244330368
1.19,0.285,0.048172929464316394
1.192,0.294,0.053288530857604544
1.194,0.298,0.05840325752362155
1.196,0.302,0.06335749149531304
1.198,0.306,0.06813317897789478
1.2,0.31,0.0729154534207023
1.202,0.311,0.07807566120169182
1.204,0.308,0.08407782675415806
1.206,0.319,0.0913371892902795
1.208,0.339,0.10007603833989104
1.21,0.345,0.11022235804817447
1.212,0.347,0.12138244705899955
1.214,0.368,0.13289788495272403
1.216,0.386,0.14397610708552397
1.218,0.392,0.15386426852362767
1.22,0.4,0.16202212985721132
1.222,0.404,0.16824869101747944
1.224,0.408,0.17273143909438682
1.226,0.412,0.17600973884501278
1.228,0.416,0.17886559026733506
1.23,0.42,0.1821697176799488
1.232,0.419,0.18671735742311835
1.234,0.425,0.1930873450332333
1.236,0.434,0.201551430162972
1.238,0.443,0.21204877362021848
1.24,0.46,0.22422481367196131
1.242,0.481,0.23751786848689488
1.244,0.492,0.2512661746910888
1.246,0.5,0.26480725308012043
1.248,0.514,0.27755170041879546
1.25,0.525,0.2890295085115945
1.252,0.528,0.2989193686190632
1.254,0.545,0.3070732664839809
1.256,0.56,0.3135397964694797
1.258,0.56,0.3185758942023651
1.26,0.56,0.32262798171966367
1.262,0.56,0.3262683750800097
1.264,0.559,0.33009069347455133
1.266,0.565,0.33458841480437274
1.268,0.578,0.3400514388715591
1.27,0.585,0.34651112085728947
1.272,0.588,0.3537481630785216
1.274,0.602,0.36135830714427775
1.276,0.614,0.368854856174221
1.278,0.615,0.37577793486849487
1.28,0.615,0.38178028188894514
1.282,0.618,0.38666933733681175
1.284,0.63,0.3904012650681812
1.286,0.635,0.39303605404807
1.288,0.629,0.3946695029817457
1.29,0.63,0.3953602980067277
1.292,0.631,0.39507177399847354
1.294,0.627,0.39364651614609186
1.296,0.624,0.39082427652218976
1.298,0.626,0.38630033197347063
1.3,0.625,0.37980699310617344
1.302,0.609,0.37119150493325087
1.304,0.596,0.3604645798721879
1.306,0.582,0.3478065052865202
1.308,0.567,0.3335358032006912
1.31,0.555,0.3180585209079811
1.312,0.539,0.30181827331250455
1.314,0.523,0.28525959930713835
1.316,0.507,0.2688060263916921
1.318,0.491,0.2528453888042275
1.32,0.475,0.2377118360493242
1.322,0.459,0.22365736559229482
1.324,0.442,0.21081419160003168
1.326,0.43,0.19915922876262473
1.328,0.423,0.18849818079396283
1.33,0.415,0.17848466896218848
1.332,0.407,0.1686790829682179
1.334,0.4,0.15863702487199863
1.336,0.387,0.14800524603420262
1.338,0.372,0.1365990838634249
1.34,0.36,0.12444097921167652
1.342,0.344,0.11175201793470416
1.344,0.331,0.09890242044820136
1.346,0.319,0.08633754638065126
1.348,0.308,0.07450034093794142
1.35,0.3,0.06376856294118352
1.352,0.292,0.05441715600460483
1.354,0.284,0.04660622755803316
1.356,0.276,0.04038748025010337
1.358,0.267,0.035719581247410634
1.36,0.26,0.03248588621172777
1.362,0.264,0.030512901303614948
1.364,0.266,0.02959044783722033
1.366,0.265,0.029492954593298218
1.368,0.265,0.02999842039223856
1.37,0.265,0.03090143193938449
1.372,0.265,0.032019822189676146
1.374,0.265,0.03319814634651825
1.376,0.265,0.034312246434941386
1.378,0.266,0.035277197495225524
1.38,0.27,0.0360570598707863
1.382,0.27,0.03667105296512831
1.384,0.27,0.03718930644106146
1.386,0.27,0.037713902218916934
1.388,0.27,0.03834697263887971
1.39,0.27,0.03915424738175737
1.392,0.27,0.0401362853543444
1.394,0.269,0.04121892399003378
1.396,0.272,0.04226935470506586
1.398,0.275,0.043136066119978764
1.4,0.275,0.04370214825233584
1.402,0.275,0.04393554190492401
1.404,0.275,0.04391961337184757
1.406,0.275,0.04385309590674563
1.408,0.275,0.044017298868098645
1.41,0.275,0.04471723912705401
1.412,0.275,0.04620993256383334
1.414,0.274,0.04863674767794305
1.416,0.277,0.05197719013580714
1.418,0.28,0.05603838797496536
1.42,0.28,0.060487613327949434
1.422,0.296,0.06492474626389387
1.424,0.305,0.06897911770646326
1.426,0.305,0.07240437093363448
1.428,0.305,0.0751419139403127
1.43,0.305,0.0773323061269326
1.432,0.305,0.07927143504586108
1.434,0.305,0.08132599152379515
1.436,0.304,0.08383354916121112
1.438,0.307,0.08701461862043883
1.44,0.315,0.09091859699119405
1.442,0.319,0.09541474475751568
1.444,0.326,0.10022647887543606
1.446,0.332,0.10499651898185429
1.448,0.336,0.10936475852726185
1.45,0.34,0.1130406071063244
1.452,0.34,0.11585565381094791
1.454,0.34,0.11778899584008852
1.456,0.34,0.1189644696169496
1.458,0.34,0.11962436661861706
1.46,0.34,0.12008678156265921
1.462,0.344,0.12069365151377671
1.464,0.345,0.12175521217197884
1.466,0.345,0.1234960407597898
1.468,0.345,0.12600957519208164
1.47,0.345,0.12923142809897495
1.472,0.343,0.13294358205258128
1.474,0.361,0.1368170932129619
1.476,0.371,0.1404882823382647
1.478,0.364,0.14364723317169473
1.48,0.365,0.14610837744937438
1.482,0.365,0.14783884804393116
1.484,0.365,0.14893778573886612
1.486,0.365,0.14957796138518006
1.488,0.365,0.14993184277820565
1.49,0.365,0.15010620341620956
1.492,0.365,0.15010446439841077
1.494,0.365,0.14982654938488393
1.496,0.365,0.14910462570102792
1.498,0.365,0.14776248092682212
1.5,0.365,0.1456792557906522
1.502,0.357,0.1428372339244889
1.504,0.351,0.1393394120867779
1.506,0.348,0.13539374672956092
1.508,0.344,0.13127226892525537
1.51,0.34,0.1272595504121621
1.512,0.336,0.12360482548337738
1.514,0.332,0.12048775310670749
1.516,0.328,0.11800244791037535
1.518,0.325,0.1161597614567982
1.52,0.325,0.1149042247644028
1.522,0.325,0.11413938393326398
1.524,0.325,0.11375360799833725
1.526,0.325,0.11363865527232746
1.528,0.324,0.11369617546887777
1.53,0.32,0.11383254849172343
1.532,0.32,0.113948079383738
1.534,0.32,0.113929726135794
1.536,0.32,0.11365505176423783
1.538,0.32,0.11300929040320752
1.54,0.32,0.11191040565387833
1.542,0.316,0.11033270421243109
1.544,0.311,0.10832018806041718
1.546,0.31,0.10598564815114715
1.548,0.309,0.10349716948603241
1.55,0.305,0.10105664319019404
1.552,0.305,0.09887413013821582
1.554,0.303,0.09713953851452767
1.556,0.297,0.09599188928018507
1.558,0.295,0.09548808968896441
1.56,0.295,0.09557718453144079
1.562,0.291,0.09609004286347633
1.564,0.287,0.09675527940062291
1.566,0.299,0.09724757266588668
1.568,0.31,0.0972635282101404
