Tempo_s,ECG_Bruto,ECG_Filtrado
0.146,-0.089,-0.06007356636769335
0.148,-0.123,-0.0644357311377487
0.15,-0.11,-0.06681115097377203
0.152,-0.101,-0.06651264755860092
0.154,-0.094,-0.06336219565208615
0.156,-0.086,-0.05772750384254707
0.158,-0.078,-0.05042908737255358
0.16,-0.07,-0.042559395100400334
0.162,-0.066,-0.035270230200996226
0.164,-0.062,-0.02957904803369701
0.166,-0.058,-0.026226887835707195
0.168,-0.054,-0.025600239042497086
0.17,-0.05,-0.027714115574175444
0.172,-0.047,-0.03224705291577903
0.174,-0.068,-0.0386172627412251
0.176,-0.086,-0.04608647842057048
0.178,-0.084,-0.0538722703324932
0.18,-0.085,-0.0612467680202567
0.182,-0.102,-0.06760585432385735
0.184,-0.103,-0.07250468295786956
0.186,-0.099,-0.0756642507504804
0.188,-0.099,-0.07695707243074092
0.19,-0.095,-0.07638110832777241
0.192,-0.095,-0.07403140164805064
0.194,-0.092,-0.07007671459660923
0.196,-0.091,-0.06474362458294906
0.198,-0.088,-0.05830556541075184
0.2,-0.075,-0.05107208491522673
0.202,-0.067,-0.04337536541944342
0.204,-0.059,-0.035555150108058986
0.206,-0.051,-0.027945731929059345
0.208,-0.043,-0.02086696161033816
0.21,-0.035,-0.014616927864821092
0.212,-0.026,-0.009461244724337667
0.214,-0.024,-0.0056151834302677305
0.216,-0.025,-0.003218925743005034
0.218,-0.025,-0.0023099694268097805
0.22,-0.025,-0.002798685235896312
0.222,-0.025,-0.004453989303454433
0.224,-0.025,-0.006906816867603388
0.226,-0.024,-0.009678470903138182
0.228,-0.026,-0.012236934711076241
0.23,-0.035,-0.014075928689262796
0.232,-0.04,-0.014800616492146191
0.234,-0.034,-0.014195782065551076
0.236,-0.027,-0.012253899229224574
0.238,-0.024,-0.009154092958426382
0.24,-0.02,-0.005201992472828411
0.242,-0.016,-0.0007539200738642942
0.244,-0.012,0.0038496879271687568
0.246,-0.008,0.008325678174575676
0.248,-0.004,0.012461764482876772
0.25,0.0,0.016111336340788734
0.252,0.004,0.0191844207239701
0.254,0.009,0.021648211966348207
0.256,0.01,0.023542852940024853
0.258,0.011,0.025007765437099334
0.26,0.015,0.02630504894630424
0.262,0.019,0.027822355692896702
0.264,0.02,0.030039717952755823
0.266,0.021,0.033453700204482635
0.268,0.026,0.03846704277544481
0.27,0.03,0.04526855862847313
0.272,0.029,0.05373988783790488
0.274,0.042,0.06342645314313686
0.276,0.069,0.07359542599630459
0.278,0.088,0.08337463633976624
0.28,0.09,0.09193373126963962
0.282,0.09,0.09865066370959034
0.284,0.089,0.10321488230685795
0.286,0.092,0.10564763590831718
0.288,0.095,0.10625108973929794
0.29,0.095,0.10551608293422846
0.292,0.095,0.10402001955668808
0.294,0.098,0.10233707343095612
0.296,0.101,0.10096994338478898
0.298,0.098,0.10030205739767471
0.3,0.085,0.10056645375685351
0.302,0.074,0.10183394799324205
0.304,0.087,0.10403183815448626
0.306,0.113,0.10700223825335635
0.308,0.126,0.11058958504403714
0.31,0.12,0.11472177855364539
0.312,0.118,0.11944218050400836
0.314,0.096,0.1248721879233513
0.316,0.114,0.13112256483502754
0.318,0.154,0.13819783028440438
0.32,0.14,0.14593474049048694
0.322,0.131,0.1539929980797207
0.324,0.158,0.16189686894968305
0.326,0.17,0.16911898262229733
0.328,0.168,0.1751922383906443
0.33,0.19,0.1798258989127057
0.332,0.187,0.18299437071444288
0.334,0.184,0.18496984328460733
0.336,0.185,0.1862835481310954
0.338,0.185,0.1876201135098407
0.34,0.185,0.1896681912117914
0.342,0.186,0.19296243915564631
0.344,0.182,0.19775542545696287
0.346,0.196,0.20395321638277342
0.348,0.218,0.2111342697944371
0.35,0.22,0.21864845734401564
0.352,0.232,0.22576879396746424
0.354,0.239,0.23185371745875683
0.356,0.24,0.23647823460036047
0.358,0.24,0.23950504642652368
0.36,0.24,0.24108522688513312
0.362,0.24,0.24159598462014067
0.364,0.24,0.24153583603283593
0.366,0.24,0.24140308621561504
0.368,0.241,0.24158273840970418
0.37,0.245,0.2422620577531401
0.372,0.245,0.24338801518325856
0.374,0.244,0.24467233551621628
0.376,0.247,0.24564284005786682
0.378,0.25,0.24573287381912326
0.38,0.25,0.2443930387193121
0.382,0.251,0.24120240469822543
0.384,0.241,0.23595364788265183
0.386,0.231,0.2286917225273117
0.388,0.222,0.21969840129513443
0.39,0.21,0.20943035085851283
0.392,0.202,0.19842978925250035
0.394,0.191,0.1872304078198724
0.396,0.181,0.17627778043286982
0.398,0.172,0.1658762546989142
0.4,0.16,0.15616674232454594
0.402,0.152,0.14713392588370514
0.404,0.144,0.13863758539356252
0.406,0.136,0.13046046665640493
0.408,0.128,0.12236391267968943
0.41,0.12,0.11414249582945525
0.412,0.112,0.1056702244494116
0.414,0.104,0.09693297175260308
0.416,0.096,0.08804368371439227
0.418,0.088,0.07923823572306035
0.42,0.08,0.07085087453859834
0.422,0.072,0.06326987283676345
0.424,0.064,0.056877162708687236
0.426,0.055,0.0519803702595558
0.428,0.05,0.04875047034038934
0.43,0.055,0.04718033081723683
0.432,0.055,0.04707595846615144
0.434,0.058,0.048083567748126055
0.436,0.06,0.049745744761239066
0.438,0.061,0.051573530609836604
0.44,0.065,0.05311962038383352
0.442,0.066,0.05403963804505952
0.444,0.062,0.05413208101418794
0.446,0.059,0.05335259008217054
0.448,0.06,0.05180392064825016
0.45,0.06,0.049707179451612
0.452,0.056,0.04736077973937103
0.454,0.055,0.045092118495722734
0.456,0.055,0.043205630751509995
0.458,0.055,0.04193062825789202
0.46,0.055,0.0413727350866724
0.462,0.051,0.041473873335871776
0.464,0.049,0.041988189092766234
0.466,0.051,0.04248413193145609
0.468,0.049,0.042383386236217506
0.47,0.045,0.04104322564229599
0.472,0.045,0.037880030047060455
0.474,0.045,0.03251930359702762
0.476,0.046,0.02494310807807395
0.478,0.043,0.015593177887155824
0.48,0.03,0.005384422006235023
0.482,0.019,-0.0044033735628002234
0.484,-0.001,-0.012356066796145315
0.486,-0.029,-0.017234985091452507
0.488,-0.038,-0.01828368074625931
0.49,-0.015,-0.01543361285543365
0.492,0.006,-0.009334064416990497
0.494,0.022,-0.001190434386684707
0.496,0.038,0.007536708138101573
0.498,0.045,0.01547442793190432
0.5,0.04,0.021620256303645523
0.502,0.04,0.02549459037958928
0.504,0.037,0.027141084191239194
0.506,0.035,0.02699940386024446
0.508,0.034,0.02570387942156331
0.51,0.03,0.023870565795160184
0.512,0.032,0.02192838026096229
0.514,0.017,0.020033587428104446
0.516,0.027,0.018084870030812623
0.518,0.052,0.01582941536697449
0.52,0.04,0.013021343014255084
0.522,0.031,0.009572864969700346
0.524,0.024,0.005639977199892458
0.526,0.016,0.001610990937173323
0.528,0.008,-0.0019959664185752227
0.53,0.0,-0.004688587951589993
0.532,-0.01,-0.006154712610963881
0.534,0.0,-0.00636211913406089
0.536,0.018,-0.005570125462696981
0.538,0.025,-0.004252968026048788
0.54,0.02,-0.002969028833956434
0.542,0.016,-0.002226714538350399
0.544,0.012,-0.0023892632329956297
0.546,0.008,-0.003635890268639855
0.548,0.005,-0.005972217043289095
0.55,0.005,-0.009269948691698903
0.552,0.001,-0.01331531995181605
0.554,-0.003,-0.017852721561137416
0.556,-0.007,-0.022617932555812816
0.558,-0.011,-0.027360788384448116
0.56,-0.015,-0.0318595876137905
0.562,-0.015,-0.03593046103753564
0.564,-0.02,-0.03943504432651494
0.566,-0.03,-0.04228840124074819
0.568,-0.035,-0.04446556483854694
0.57,-0.03,-0.04600124142109167
0.572,-0.03,-0.046977367982718184
0.574,-0.03,-0.047498957668301575
0.576,-0.03,-0.04766591329849175
0.578,-0.03,-0.04755139381014177
0.58,-0.03,-0.04719417877165978
0.582,-0.03,-0.046606121560796555
0.584,-0.031,-0.04578998621841035
0.586,-0.028,-0.04476013920949551
0.588,-0.025,-0.04355949558128934
0.59,-0.025,-0.042269805293207646
0.592,-0.025,-0.04101608051107134
0.594,-0.025,-0.0399668836975744
0.596,-0.025,-0.03932984776326381
0.598,-0.025,-0.03933850277928329
0.6,-0.025,-0.04022529255640789
0.602,-0.025,-0.042178296094824895
0.604,-0.027,-0.04528540496475277
0.606,-0.033,-0.04947775199817805
0.608,-0.026,-0.05449143338270108
0.61,-0.02,-0.05986980084888272
0.612,-0.062,-0.06502291183906095
0.614,-0.072,-0.06934161382209714
0.616,-0.061,-0.07233626776316476
0.618,-0.059,-0.07375250533093435
0.62,-0.055,-0.07362410332554059
0.622,-0.051,-0.0722508323333857
0.624,-0.047,-0.07011761686475393
0.626,-0.044,-0.06778682500650773
0.628,-0.046,-0.06579641003685618
0.63,-0.05,-0.06458705334834594
0.632,-0.05,-0.06446661364559077
0.634,-0.053,-0.06560598533415413
0.636,-0.055,-0.06805212755452932
0.638,-0.056,-0.0717435528282086
0.64,-0.06,-0.07651937634120505
0.642,-0.059,-0.08212177187075699
0.644,-0.066,-0.08819971391428216
0.646,-0.071,-0.09432571645978485
0.648,-0.08,-0.10003434741075803
0.65,-0.1,-0.10488163813985896
0.652,-0.097,-0.10851227908870648
0.654,-0.095,-0.11071429230634751
0.656,-0.093,-0.11144477908558098
0.658,-0.089,-0.11082349114646574
0.66,-0.09,-0.10910385604061666
0.662,-0.091,-0.10663509727695081
0.664,-0.087,-0.10382367368583194
0.666,-0.085,-0.10109375217407643
0.668,-0.084,-0.09884186694762977
0.67,-0.08,-0.09738316175408322
0.672,-0.079,-0.09689381702129461
0.674,-0.083,-0.09736240252163608
0.676,-0.071,-0.09856808916327305
0.678,-0.07,-0.10010288983491622
0.68,-0.1,-0.10144573740985117
0.682,-0.094,-0.10207763794906162
0.684,-0.086,-0.10160634431536132
0.686,-0.083,-0.0998601253777709
0.688,-0.079,-0.09692126622641836
0.69,-0.075,-0.09309325138483553
0.692,-0.071,-0.08881680063609791
0.694,-0.067,-0.08456139560252762
0.696,-0.063,-0.08072092775154155
0.698,-0.06,-0.07753721530773322
0.7,-0.06,-0.0750657072755875
0.702,-0.056,-0.0731862155613022
0.704,-0.055,-0.07165105592205288
0.706,-0.053,-0.07015636445158653
0.708,-0.049,-0.06842070332981154
0.71,-0.05,-0.06625717271176258
0.712,-0.051,-0.06362855405124795
0.714,-0.047,-0.06067750441975271
0.716,-0.045,-0.0577254783602417
0.718,-0.044,-0.055236351993793543
0.72,-0.04,-0.05374474713700712
0.722,-0.04,-0.05375490561356703
0.724,-0.037,-0.05562358763817034
0.726,-0.036,-0.059449383012163244
0.728,-0.033,-0.0649986021792986
0.73,-0.035,-0.0716991596683844
0.732,-0.081,-0.07872149907973548
0.734,-0.092,-0.0851371633722249
0.736,-0.081,-0.09011209294911336
0.738,-0.079,-0.09307514073527938
0.74,-0.075,-0.0938154883637742
0.742,-0.075,-0.09249446323304357
0.744,-0.073,-0.08958493002327247
0.746,-0.067,-0.08576324908487683
0.748,-0.065,-0.08177870415352434
0.75,-0.065,-0.07832170169954829
0.752,-0.061,-0.07590932061084976
0.754,-0.057,-0.07480534407149103
0.756,-0.053,-0.07499028926331444
0.758,-0.059,-0.07619195784370544
0.76,-0.075,-0.07797480822555515
0.762,-0.072,-0.07986754058037948
0.764,-0.069,-0.08149139500553851
0.766,-0.071,-0.0826484116511607
0.768,-0.069,-0.08334305445019369
0.77,-0.065,-0.08373495612363185
0.772,-0.065,-0.08404426202118566
0.774,-0.063,-0.08444618614132621
0.776,-0.071,-0.08499330704561277
0.778,-0.08,-0.08559163915992878
0.78,-0.075,-0.08603425921688711
0.782,-0.075,-0.08607447052189166
0.784,-0.072,-0.0855089912748456
0.786,-0.07,-0.08424317131514636
0.788,-0.069,-0.0823203216518638
0.79,-0.065,-0.07990994676768648
0.792,-0.065,-0.07726133244143116
0.794,-0.062,-0.0746375810460838
0.796,-0.06,-0.07224930599143961
0.798,-0.059,-0.07020602168377892
0.8,-0.055,-0.06849733559293948
0.802,-0.055,-0.06700720923574897
0.804,-0.052,-0.06555543958922466
0.806,-0.049,-0.06395377474806095
0.808,-0.05,-0.062061463518198516
0.81,-0.05,-0.059826702797919476
0.812,-0.046,-0.05730523571383644
0.814,-0.045,-0.05465376592121715
0.816,-0.043,-0.05210221250794844
0.818,-0.04,-0.04991300115276422
0.82,-0.04,-0.04833606054786746
0.822,-0.036,-0.04756568382158981
0.824,-0.034,-0.047702575050184694
0.826,-0.037,-0.04872377218334439
0.828,-0.032,-0.05046537720117432
0.83,-0.025,-0.05262635885129878
0.832,-0.054,-0.05480193356156701
0.834,-0.061,-0.056547517960425446
0.836,-0.052,-0.05746009479434326
0.838,-0.049,-0.0572532503566922
0.84,-0.045,-0.05580482098356201
0.842,-0.041,-0.053169175648736244
0.844,-0.037,-0.04955829834424472
0.846,-0.033,-0.04530058949481104
0.848,-0.029,-0.04078592206163186
0.85,-0.025,-0.036404592510845046
0.852,-0.025,-0.0324883364341401
0.854,-0.022,-0.029262551743447152
0.856,-0.02,-0.0268183932583769
0.858,-0.019,-0.02511041531350751
0.86,-0.015,-0.02398012681806719
0.862,-0.015,-0.023199240651354116
0.864,-0.016,-0.022520308565982864
0.866,-0.013,-0.021719244059556164
0.868,-0.01,-0.020616417489325488
0.87,-0.01,-0.01907141055091907
0.872,-0.006,-0.016958516871460442
0.874,-0.005,-0.014140097166869502
0.876,-0.003,-0.010457558879582779
0.878,0.001,-0.005752670300847741
0.88,0.0,8.321585604545824e-05
0.882,-0.002,0.007052009942848303
0.884,0.015,0.015014683626480518
0.886,0.045,0.023705621674504043
0.888,0.061,0.0327974288370239
0.89,0.055,0.04198846658552933
0.892,0.05,0.051071412504639556
0.894,0.053,0.05995379040608496
0.896,0.072,0.06862918664192826
0.898,0.084,0.07711905552957916
0.9,0.075,0.08540950812287074
0.902,0.108,0.09340127213346978
0.904,0.119,0.10088276244401942
0.906,0.114,0.10752889681027909
0.908,0.115,0.11292403211444084
0.91,0.115,0.11660853067327288
0.912,0.113,0.11815089896890958
0.914,0.126,0.11724242630978816
0.916,0.127,0.11379676716320851
0.918,0.112,0.1080224320304082
0.92,0.105,0.10043499996998012
0.922,0.098,0.09179306075765302
0.924,0.086,0.08296910771386344
0.926,0.076,0.07478973269503658
0.928,0.068,0.0678894549450378
0.93,0.06,0.06261769950408945
0.932,0.06,0.0590213587561796
0.934,0.06,0.05690129348020518
0.936,0.06,0.055917956921241685
0.938,0.06,0.055707591671188154
0.94,0.06,0.05597147305375159
0.942,0.06,0.056515407258000874
0.944,0.06,0.05723811500881418
0.946,0.06,0.0580861031910099
0.948,0.06,0.05900217890761463
0.95,0.06,0.05989247132746125
0.952,0.06,0.060625039958634955
0.954,0.06,0.06105754355849598
0.956,0.06,0.06107860341418533
0.958,0.06,0.06064233277041694
0.96,0.06,0.059779490670309854
0.962,0.06,0.058579531484273174
0.964,0.06,0.05715054032589626
0.966,0.058,0.0555733813212668
0.968,0.054,0.053868905835290894
0.97,0.05,0.051992240102196524
0.972,0.046,0.04985792076278018
0.974,0.045,0.04738732593948117
0.976,0.044,0.044559607274914814
0.978,0.039,0.041443538129735905
0.98,0.035,0.038193303092013055
0.982,0.035,0.0350052081209855
0.984,0.033,0.032048715354830816
0.986,0.027,0.02939660038000667
0.988,0.025,0.026980801903921135
0.99,0.025,0.024592437929775734
0.992,0.017,0.02192955922610043
0.994,0.011,0.01868015039443645
0.996,0.008,0.014617097155224329
0.998,0.004,0.009679750581071437
1.0,0.0,0.0040222143203871245
1.002,-0.003,-0.001981856115823004
1.004,-0.012,-0.007777962979158478
1.006,0.002,-0.0127058501655665
1.008,0.012,-0.016101207648168844
1.01,-0.03,-0.017411192255783033
1.012,-0.068,-0.016297887410504443
1.014,-0.051,-0.012682105860616097
1.016,-0.013,-0.006673488451685733
1.018,0.01,0.0016325146124674837
1.02,0.02,0.012442933141171487
1.022,0.024,0.026535403362353206
1.024,0.067,0.04538714204718802
1.026,0.1,0.07107471616649598
1.028,0.119,0.10590542638166602
1.03,0.165,0.15180303391809086
1.032,0.186,0.20954359237180303
1.034,0.211,0.2780139074912947
1.036,0.269,0.3537208376896419
1.038,0.369,0.4307780911583511
1.04,0.485,0.5015094878786546
1.042,0.562,0.5576387919226861
1.044,0.672,0.5918373003475894
1.046,0.69,0.5992483047895444
1.048,0.616,0.5785690056257949
1.05,0.56,0.5323739098428377
1.052,0.416,0.46658242213467216
1.054,0.303,0.38922847624180223
1.056,0.243,0.30888502970246173
1.058,0.191,0.23316205428183567
1.06,0.14,0.16762163533492586
1.062,0.118,0.11528552865181706
1.064,0.102,0.07672519309216674
1.066,0.075,0.05058417109821917
1.068,0.042,0.0343168630935925
1.07,0.015,0.024936400174107556
1.072,0.006,0.01962479274550821
1.074,0.002,0.016134613676778573
1.076,-0.002,0.012972715392680788
1.078,-0.006,0.009393311994443095
1.08,-0.01,0.0052476217478048285
1.082,-0.014,0.0007494183168132081
1.084,-0.018,-0.003777795149002998
1.086,-0.022,-0.008109124628506999
1.088,-0.026,-0.012234224436856594
1.09,-0.03,-0.016358931100076083
1.092,-0.035,-0.020802611615077047
1.094,-0.034,-0.025831528461074615
1.096,-0.038,-0.031489267952237096
1.098,-0.038,-0.037489830291307244
1.1,-0.04,-0.04322313320386453
1.102,-0.078,-0.04788656876840851
1.104,-0.084,-0.05070793089338126
1.106,-0.069,-0.05118351361872687
1.108,-0.064,-0.04924394424080406
1.11,-0.06,-0.045288671243814284
1.112,-0.052,-0.040082102615663175
1.114,-0.044,-0.03455275798333232
1.116,-0.037,-0.02956362309588095
1.118,-0.036,-0.025723537650327543
1.12,-0.04,-0.023289479246507105
1.122,-0.04,-0.02217570369766514
1.124,-0.04,-0.022050069826441074
1.126,-0.04,-0.022473750927245854
1.128,-0.04,-0.02303541726045462
1.13,-0.04,-0.0234432454792772
1.132,-0.04,-0.023559735596023465
1.134,-0.04,-0.02338591658171646
1.136,-0.04,-0.023015892158700164
1.138,-0.04,-0.022586356800903623
1.14,-0.04,-0.02223940240860727
1.142,-0.04,-0.022104828734152374
1.144,-0.04,-0.02229617691970665
1.146,-0.04,-0.02290814809664672
1.148,-0.04,-0.024004625549816024
1.15,-0.04,-0.025595127849569074
1.152,-0.038,-0.027608579415688315
1.154,-0.053,-0.029880195102957707
1.156,-0.06,-0.03216475430395553
1.158,-0.054,-0.03417814408695217
1.16,-0.055,-0.035656203745577826
1.162,-0.055,-0.03641348311718899
1.164,-0.055,-0.03638568939128483
1.166,-0.055,-0.03564444646322973
1.168,-0.054,-0.034379162553042415
1.17,-0.05,-0.032848726699847126
1.172,-0.05,-0.03131496275818338
1.174,-0.05,-0.029976990027069772
1.176,-0.05,-0.028926767582110453
1.178,-0.05,-0.028139515851863677
1.18,-0.05,-0.02750075536712713
1.182,-0.05,-0.026859207464561746
1.184,-0.047,-0.02608654412604331
1.186,-0.044,-0.025123889225181245
1.188,-0.045,-0.024001017473633146
1.19,-0.045,-0.02282420553464723
1.192,-0.045,-0.02173827585784835
1.194,-0.046,-0.02087469560663235
1.196,-0.043,-0.02030024072482409
1.198,-0.04,-0.019980443894058345
1.2,-0.04,-0.019769237611450476
1.202,-0.04,-0.019430678627685858
1.204,-0.04,-0.01869057557890662
1.206,-0.04,-0.017307058353131902
1.208,-0.04,-0.015142670290361055
1.21,-0.04,-0.01221873043120468
1.212,-0.036,-0.008735933638589578
1.214,-0.032,-0.0050524844018102364
1.216,-0.028,-0.0016207605959813174
1.218,-0.024,0.0011067476178721828
1.22,-0.02,0.002783849145210883
1.222,-0.016,0.003266559851283321
1.224,-0.01,0.0026745718733651516
1.226,-0.014,0.001397803969656985
1.228,-0.029,3.807808746624354e-05
1.23,-0.04,-0.0007056991794052517
1.232,-0.033,-0.00018032858712051827
1.234,-0.023,0.0020896032857901747
1.236,-0.018,0.006311838599591258
1.238,-0.013,0.01239135627201834
1.24,-0.005,0.019945720902107066
1.242,0.004,0.028359719015818945
1.244,0.007,0.03686929412262132
1.246,0.015,0.0446672523530511
1.248,0.028,0.05102212253627012
1.25,0.035,0.055395807944639615
1.252,0.031,0.057538615175259586
1.254,0.03,0.05753852353020188
1.256,0.028,0.0558093688523018
1.258,0.025,0.053017044870987635
1.26,0.025,0.049956882058272936
1.262,0.02,0.04740454895613963
1.264,0.023,0.04596720120946362
1.266,0.009,0.04596326069088467
1.268,-0.004,0.04735888447435016
1.27,0.02,0.049783508578724815
1.272,0.038,0.052629486217228016
1.274,0.038,0.055211804380955146
1.276,0.033,0.056937705883075514
1.278,0.029,0.057432158081124986
1.28,0.025,0.05658746552108772
1.282,0.021,0.054538334522432244
1.284,0.02,0.05158817541436794
1.286,0.019,0.04811986313572129
1.288,0.014,0.044517510327956894
1.29,0.01,0.04111326374907104
1.292,0.006,0.03816225208847942
1.294,0.002,0.03584278409793345
1.296,-0.001,0.03427631536198522
1.298,0.002,0.033558987521619434
1.3,0.02,0.033790932071470964
1.302,0.039,0.035082676101545994
1.304,-0.007,0.03751905125701633
1.306,-0.028,0.041080939657545446
1.308,0.009,0.04555912971808795
1.31,0.025,0.050515105117031986
1.312,0.013,0.055327041891950146
1.314,0.04,0.059315254219694406
1.316,0.055,0.061901392794652926
1.318,0.035,0.06274093058699504
1.32,0.025,0.06178152388861287
1.322,0.021,0.059233413344785414
1.324,0.017,0.05547579213909217
1.326,0.013,0.050944885250325506
1.328,0.01,0.046046663987441346
1.33,0.01,0.04111714722358998
1.332,0.006,0.03642944819707981
1.334,0.001,0.03222903044718723
1.336,0.0,0.028771565507626894
1.338,-0.001,0.0263410047035056
1.34,-0.005,0.02523541896150007
1.342,-0.009,0.025720918165256675
1.344,-0.011,0.027966486943370946
1.346,-0.007,0.031981353312562744
1.348,0.002,0.03757755639373288
1.35,0.01,0.04437231422828716
1.352,0.018,0.051831229814969855
1.354,0.026,0.05934092101179412
1.356,0.034,0.06629308601223396
1.358,0.042,0.07216161203402496
1.36,0.05,0.07655770530698004
1.362,0.047,0.07925352970690584
1.364,0.041,0.08017267126717162
1.366,0.04,0.07935544469677365
1.368,0.039,0.07691497404528316
1.37,0.035,0.07300123229976156
1.372,0.03,0.06778372878691105
1.374,0.031,0.06145318581792307
1.376,0.025,0.05423342964130683
1.378,0.012,0.04639026766142897
1.38,0.005,0.03822592255007642
1.382,-0.002,0.03005456487706334
1.384,-0.014,0.02216271688223808
1.386,-0.024,0.014764241105754057
1.388,-0.032,0.007962575108631707
1.39,-0.04,0.0017331331331168777
1.392,-0.045,-0.004064434549476727
1.394,-0.045,-0.009642080647584504
1.396,-0.046,-0.015216543542757087
1.398,-0.043,-0.020940750335038213
1.4,-0.045,-0.02686041993710759
1.402,-0.078,-0.03291671711528864
1.404,-0.092,-0.038995216386372725
1.406,-0.089,-0.0449952019595262
1.408,-0.091,-0.05087945029819215
1.41,-0.095,-0.05667514320570814
1.412,-0.096,-0.06242489136568393
1.414,-0.089,-0.06811478131741916
1.416,-0.098,-0.07361971129593031
1.418,-0.119,-0.07870013677301012
1.42,-0.125,-0.08306100724919517
1.422,-0.129,-0.08645355032045034
1.424,-0.13,-0.08877979352386575
1.426,-0.13,-0.09015899622934787
1.428,-0.13,-0.09093167590353322
1.43,-0.13,-0.09159935571517028
1.432,-0.13,-0.09271678385161167
1.434,-0.13,-0.09476426801066741
1.436,-0.131,-0.09803131457504669
1.438,-0.129,-0.10254065475748088
1.44,-0.13,-0.108034609351831
1.442,-0.159,-0.1140322443275166
1.444,-0.171,-0.11994519514840213
1.446,-0.17,-0.12521814393788389
1.448,-0.17,-0.1294495221075196
1.45,-0.17,-0.13245791665025272
1.452,-0.17,-0.13428404240771916
1.454,-0.17,-0.13514160388868432
1.456,-0.17,-0.13534203251063
1.458,-0.17,-0.13521736060919123
1.46,-0.17,-0.13505760263833844
1.462,-0.174,-0.13506941401276257
1.464,-0.175,-0.13535505683726942
1.466,-0.175,-0.1359066931989141
1.468,-0.175,-0.13661129549193823
1.47,-0.175,-0.13726476425403303
1.472,-0.175,-0.13759711058200716
1.474,-0.175,-0.1373106971058091
1.476,-0.176,-0.13612971556635306
1.478,-0.174,-0.1338534157053853
1.48,-0.165,-0.13040187546634163
1.482,-0.161,-0.12584426867349796
1.484,-0.157,-0.12040514135888936
1.486,-0.153,-0.11445018674446318
1.488,-0.149,-0.10845560599040648
1.49,-0.145,-0.10296406073112932
1.492,-0.141,-0.09852808946878257
1.494,-0.137,-0.09564154640983455
1.496,-0.133,-0.09466273945473119
1.498,-0.129,-0.09573949151487782
1.5,-0.125,-0.09875428719401327
1.502,-0.121,-0.10331242056104491
1.504,-0.153,-0.10879114460076131
1.506,-0.173,-0.11444912711197941
1.508,-0.163,-0.11956900303307517
1.51,-0.165,-0.12358854105535977
1.512,-0.166,-0.12618171829514951
1.514,-0.162,-0.12727521234983505
1.516,-0.16,-0.12701092046370455
1.518,-0.16,-0.12567835077988324
1.52,-0.16,-0.12364084692055408
1.522,-0.16,-0.12127153003072128
1.524,-0.157,-0.11890479754450622
1.526,-0.154,-0.11680245865689334
1.528,-0.155,-0.11513204049256945
1.53,-0.155,-0.11395646144944682
1.532,-0.151,-0.11323588380491852
